Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,N,P,K,temperature,humidity,ph,Rainfall_Required
maize,2014,Kharif,Tamil Nadu,191481.0,1663616,911.3,28905971.76,63188.73,8.406538462,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2014,Rabi,Tamil Nadu,130471.0,984135,911.3,19695902.16,43055.43,7.637586207,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
lentil,2014,Kharif,Tamil Nadu,72389.0,90950,911.3,10927843.44,23888.37,1.206333333,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
mungbean,2014,Kharif,Tamil Nadu,28296.0,17906,911.3,4271564.16,9337.68,0.633076923,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,2014,Rabi,Tamil Nadu,201265.0,162820,911.3,30382964.4,66417.45,0.821,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2014,Kharif,Tamil Nadu,1794991.0,7949437,911.3,270971841.4,592347.03,4.730322581,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2014,Kharif,Tamil Nadu,61525.0,50094,911.3,9287814.0,20303.25,0.825357143,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,2014,Rabi,Tamil Nadu,312257.0,308801,911.3,47138316.72,103044.81,0.946,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2015,Kharif,Andhra Pradesh,215323.0,128654,940.7,34001654.93,71056.59,0.579230769,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
pigeonpeas,2015,Rabi,Andhra Pradesh,4995.0,3472,940.7,788760.45,1648.35,0.643,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2015,Kharif,Andhra Pradesh,33319.0,58890,940.7,5261403.29,10995.27,1.908181818,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,2015,Rabi,Andhra Pradesh,3421.0,6133,940.7,540210.11,1128.93,1.978333333,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2015,Whole Year,Andhra Pradesh,59428.0,2322913,940.7,9384275.48,19611.24,39.59461538,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
coconut,2015,Whole Year,Andhra Pradesh,103948.0,1427745000,940.7,16414428.68,34302.84,12616.92333,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2015,Kharif,Andhra Pradesh,662671.0,1810621,940.7,104642377.6,218681.43,2.519230769,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
cotton,2015,Rabi,Andhra Pradesh,3394.0,6662,940.7,535946.54,1120.02,2.23,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2015,Kharif,Andhra Pradesh,75017.0,276205,940.7,11845934.47,24755.61,3.876923077,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2015,Rabi,Andhra Pradesh,157628.0,1135482,940.7,24891037.48,52017.24,5.915384615,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2015,Kharif,Andhra Pradesh,51600.0,18197,940.7,8148156.0,17028.0,0.550769231,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,2015,Rabi,Andhra Pradesh,159540.0,118722,940.7,25192961.4,52648.2,0.734615385,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2015,Kharif,Andhra Pradesh,1398884.0,4115558,940.7,220897772.4,461631.72,3.091538462,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,2015,Rabi,Andhra Pradesh,761911.0,3402713,940.7,120313366.0,251430.63,3.671538462,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2015,Kharif,Andhra Pradesh,44016.0,30921,940.7,6950566.56,14525.28,0.786153846,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,2015,Rabi,Andhra Pradesh,411586.0,379722,940.7,64993545.26,135823.38,0.8,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
mothbeans,2015,Kharif,Tamil Nadu,35460.0,95506,1201.9,5599488.6,11701.8,2.82,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,2015,Rabi,Tamil Nadu,16146.0,38825,1201.9,2549614.86,5328.18,2.496,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2015,Whole Year,Tamil Nadu,94214.0,3610173,1201.9,14877332.74,31090.62,38.35645161,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
coconut,2015,Whole Year,Tamil Nadu,434875.0,5962500000,1201.9,68671111.25,143508.75,11907.64581,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2015,Kharif,Tamil Nadu,102251.0,190658,1201.9,16146455.41,33742.83,2.151851852,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
cotton,2015,Rabi,Tamil Nadu,45836.0,136001,1201.9,7237962.76,15125.88,2.932857143,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2015,Kharif,Tamil Nadu,201750.0,1483163,1201.9,31858342.5,66577.5,7.782,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2015,Rabi,Tamil Nadu,153314.0,1049167,1201.9,24209813.74,50593.62,6.849655172,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
lentil,2015,Kharif,Tamil Nadu,59007.0,59968,1201.9,9317795.37,19472.31,1.063928571,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
mungbean,2015,Kharif,Tamil Nadu,34470.0,27328,1201.9,5443157.7,11375.1,0.789285714,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,2015,Rabi,Tamil Nadu,204372.0,106918,1201.9,32272382.52,67442.76,0.577037037,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2015,Kharif,Tamil Nadu,2000212.0,7374681,1201.9,315853476.9,660069.96,4.061290323,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2015,Kharif,Tamil Nadu,59145.0,40922,1201.9,9339586.95,19517.85,0.709285714,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,2015,Rabi,Tamil Nadu,336041.0,235449,1201.9,53064234.31,110893.53,0.696333333,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2016,Kharif,Andhra Pradesh,342883.0,129160,890.0,52546819.75,120009.05,0.493076923,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
pigeonpeas,2016,Rabi,Andhra Pradesh,6555.0,3818,890.0,1004553.75,2294.25,0.481818182,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2016,Kharif,Andhra Pradesh,38762.0,67598,890.0,5940276.5,13566.7,1.744545455,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,2016,Rabi,Andhra Pradesh,3124.0,4355,890.0,478753.0,1093.4,1.827142857,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2016,Whole Year,Andhra Pradesh,55743.0,2303705,890.0,8542614.75,19510.05,41.42769231,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
coconut,2016,Whole Year,Andhra Pradesh,102548.0,1415300000,890.0,15715481.0,35891.8,13934.1225,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2016,Kharif,Andhra Pradesh,463437.0,1544526,890.0,71021720.25,162202.95,2.633076923,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
cotton,2016,Rabi,Andhra Pradesh,8092.0,19547,890.0,1240099.0,2832.2,2.201428571,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2016,Kharif,Andhra Pradesh,85501.0,354764,890.0,13103028.25,29925.35,3.907692308,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2016,Rabi,Andhra Pradesh,164778.0,1298137,890.0,25252228.5,57672.3,6.493846154,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2016,Kharif,Andhra Pradesh,32294.0,16742,890.0,4949055.5,11302.9,0.606923077,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,2016,Rabi,Andhra Pradesh,102067.0,49549,890.0,15641767.75,35723.45,0.458461538,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2016,Kharif,Andhra Pradesh,1519656.0,5233690,890.0,232887282.0,531879.6,3.361538462,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,2016,Rabi,Andhra Pradesh,585363.0,2768647,890.0,89706879.75,204877.05,3.727692308,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2016,Kharif,Andhra Pradesh,59661.0,48844,890.0,9143048.25,20881.35,0.792307692,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,2016,Rabi,Andhra Pradesh,439841.0,280189,890.0,67405633.25,153944.35,0.64,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2016,Kharif,Tamil Nadu,56560.0,37053,912.4,8667820.0,19796.0,0.591034483,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2016,Kharif,Tamil Nadu,31511.0,93045,912.4,4829060.75,11028.85,2.84125,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,2016,Rabi,Tamil Nadu,18162.0,9205,912.4,2783326.5,6356.7,0.6732,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2016,Whole Year,Tamil Nadu,90993.0,3028869,912.4,13944677.25,31847.55,33.24096774,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
coconut,2016,Whole Year,Tamil Nadu,435621.0,4706400000,912.4,66758918.25,152467.35,10719.08742,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2016,Kharif,Tamil Nadu,93679.0,121177,912.4,14356306.75,32787.65,1.335,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
cotton,2016,Rabi,Tamil Nadu,54532.0,80339,912.4,8357029.0,19086.2,1.55037037,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2016,Kharif,Tamil Nadu,169144.0,770221,912.4,25921318.0,59200.4,4.682222222,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2016,Rabi,Tamil Nadu,145886.0,183156,912.4,22357029.5,51060.1,1.654827586,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2016,Kharif,Tamil Nadu,28751.0,23234,912.4,4406090.75,10062.85,0.764230769,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,2016,Rabi,Tamil Nadu,137223.0,32853,912.4,21029424.75,48028.05,0.224285714,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2016,Kharif,Tamil Nadu,1442841.0,3554113,912.4,221115383.3,504994.35,3.068387097,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2016,Kharif,Tamil Nadu,71477.0,55256,912.4,10953850.25,25016.95,0.744666667,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,2016,Rabi,Tamil Nadu,358307.0,129356,912.4,54910547.75,125407.45,0.357,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2017,Kharif,Andhra Pradesh,275367.0,116695,868.2,43353780.48,104639.46,0.567692308,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
pigeonpeas,2017,Rabi,Andhra Pradesh,4148.0,3394,868.2,653061.12,1576.24,0.55,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2017,Kharif,Andhra Pradesh,43367.0,82916,868.2,6827700.48,16479.46,1.854545455,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,2017,Rabi,Andhra Pradesh,4990.0,10252,868.2,785625.6,1896.2,1.833333333,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2017,Whole Year,Andhra Pradesh,55130.0,5961326,868.2,8679667.2,20949.4,116.2230769,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
coconut,2017,Whole Year,Andhra Pradesh,103968.0,1397800000,868.2,16368721.92,39507.84,12746.54,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2017,Kharif,Andhra Pradesh,643942.0,2083754,868.2,101382228.5,244697.96,2.660769231,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
cotton,2017,Rabi,Andhra Pradesh,2097.0,4116,868.2,330151.68,796.86,2.116,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2017,Kharif,Andhra Pradesh,107276.0,501801,868.2,16889533.44,40764.88,4.422307692,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2017,Rabi,Andhra Pradesh,229264.0,1824103,868.2,36095324.16,87120.32,7.576153846,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2017,Kharif,Andhra Pradesh,18008.0,10705,868.2,2835179.52,6843.04,0.625384615,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,2017,Rabi,Andhra Pradesh,121311.0,81419,868.2,19099203.84,46098.18,0.693076923,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2017,Kharif,Andhra Pradesh,1476928.0,4941933,868.2,232527544.3,561232.64,3.25,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,2017,Rabi,Andhra Pradesh,741258.0,3519409,868.2,116703659.5,281678.04,3.887692308,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2017,Kharif,Andhra Pradesh,45798.0,37675,868.2,7210437.12,17403.24,0.87,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,2017,Rabi,Andhra Pradesh,357442.0,333413,868.2,56275668.48,135827.96,0.911538462,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2017,Kharif,Tamil Nadu,49225.0,53786,970.9,7749984.0,18705.5,1.103928571,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2017,Kharif,Tamil Nadu,46028.0,108435,970.9,7246648.32,17490.64,2.344166667,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,2017,Rabi,Tamil Nadu,17001.0,35113,970.9,2676637.44,6460.38,2.121851852,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2017,Whole Year,Tamil Nadu,78482.0,3044122,970.9,12356206.08,29823.16,37.84677419,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
coconut,2017,Whole Year,Tamil Nadu,436024.0,4176500000,970.9,68647618.56,165689.12,9387.334516,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2017,Kharif,Tamil Nadu,138290.0,337,970.9,21772377.6,52550.2,0.0,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
cotton,2017,Rabi,Tamil Nadu,43341.0,101,970.9,6823607.04,16469.58,0.0,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2017,Kharif,Tamil Nadu,166195.0,1532106,970.9,26165740.8,63154.1,8.962,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2017,Rabi,Tamil Nadu,158323.0,1059526,970.9,24926373.12,60162.74,6.956785714,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2017,Kharif,Tamil Nadu,29447.0,17926,970.9,4636135.68,11189.86,0.642142857,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,2017,Rabi,Tamil Nadu,151140.0,60333,970.9,23795481.6,57433.2,0.446296296,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2017,Autumn,Tamil Nadu,235255.0,906616,970.9,37038547.2,89396.9,3.967857143,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,2017,Summer,Tamil Nadu,276272.0,1234550,970.9,43496263.68,104983.36,4.451428571,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,2017,Winter,Tamil Nadu,1317338.0,4497284,970.9,207401694.7,500588.44,4.139,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2017,Kharif,Tamil Nadu,58422.0,53226,970.9,9197959.68,22200.36,0.892,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,2017,Rabi,Tamil Nadu,367910.0,248377,970.9,57923750.4,139805.8,0.679666667,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2018,Kharif,Andhra Pradesh,245675.0,44213,1220.5,39848485.0,85986.25,0.311538462,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
pigeonpeas,2018,Rabi,Andhra Pradesh,4099.0,1352,1220.5,664857.8,1434.65,0.31,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2018,Kharif,Andhra Pradesh,20932.0,21212,1220.5,3395170.4,7326.2,1.300909091,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,2018,Rabi,Andhra Pradesh,1182.0,1586,1220.5,191720.4,413.7,1.353333333,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2018,Whole Year,Andhra Pradesh,59098.0,6223680,1220.5,9585695.6,20684.3,126.3876923,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
coconut,2018,Whole Year,Andhra Pradesh,104530.0,1571100000,1220.5,16954766.0,36585.5,15636.63231,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2018,Kharif,Andhra Pradesh,616870.0,1482941,1220.5,100056314.0,215904.5,2.386153846,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
cotton,2018,Rabi,Andhra Pradesh,3404.0,8162,1220.5,552128.8,1191.4,2.251666667,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2018,Kharif,Andhra Pradesh,104370.0,431440,1220.5,16928814.0,36529.5,3.716923077,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2018,Rabi,Andhra Pradesh,161853.0,1131719,1220.5,26252556.6,56648.55,5.788461538,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2018,Kharif,Andhra Pradesh,17874.0,5247,1220.5,2899162.8,6255.9,0.608461538,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,2018,Rabi,Andhra Pradesh,103081.0,79502,1220.5,16719738.2,36078.35,0.678461538,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2018,Kharif,Andhra Pradesh,1563887.0,5243250,1220.5,253662471.4,547360.45,3.263846154,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,2018,Rabi,Andhra Pradesh,644417.0,2991289,1220.5,104524437.4,225545.95,3.699230769,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2018,Kharif,Andhra Pradesh,22364.0,18119,1220.5,3627440.8,7827.4,0.754615385,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,2018,Rabi,Andhra Pradesh,295651.0,292412,1220.5,47954592.2,103477.85,0.782307692,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2018,Kharif,Tamil Nadu,41381.0,51632,986.2,6711998.2,14483.35,1.188571429,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2018,Kharif,Tamil Nadu,31109.0,88494,986.2,5045879.8,10888.15,2.8308,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,2018,Rabi,Tamil Nadu,15773.0,29516,986.2,2558380.6,5520.55,2.042692308,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2018,Whole Year,Tamil Nadu,87514.0,3483248,986.2,14194770.8,30629.9,37.39125,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
coconut,2018,Whole Year,Tamil Nadu,439745.0,5214000000,986.2,71326639.0,153910.75,11263.83,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2018,Kharif,Tamil Nadu,70023.0,151758,986.2,11357730.6,24508.05,2.13,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
cotton,2018,Rabi,Tamil Nadu,64899.0,168541,986.2,10526617.8,22714.65,2.738076923,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2018,Kharif,Tamil Nadu,168944.0,1283603,986.2,27402716.8,59130.4,7.625384615,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2018,Rabi,Tamil Nadu,221658.0,1550834,986.2,35952927.6,77580.3,6.984,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2018,Kharif,Tamil Nadu,26977.0,18186,986.2,4375669.4,9441.95,0.6508,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,2018,Rabi,Tamil Nadu,143341.0,58676,986.2,23249910.2,50169.35,0.402857143,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2018,Autumn,Tamil Nadu,279647.0,1198496,986.2,45358743.4,97876.45,4.184827586,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,2018,Summer,Tamil Nadu,236904.0,992095,986.2,38425828.8,82916.4,3.997333333,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,2018,Winter,Tamil Nadu,1204714.0,3940959,986.2,195404610.8,421649.9,3.749032258,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2018,Kharif,Tamil Nadu,44495.0,33810,986.2,7217089.0,15573.25,0.777,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,2018,Rabi,Tamil Nadu,396479.0,240497,986.2,64308893.8,138767.65,0.607,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2019,Kharif,Andhra Pradesh,237647.0,114451,899.2,40818248.72,87929.39,0.44,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
pigeonpeas,2019,Rabi,Andhra Pradesh,5940.0,3747,899.2,1020254.4,2197.8,0.43,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2019,Kharif,Andhra Pradesh,20484.0,47045,899.2,3518331.84,7579.08,2.004545455,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,2019,Rabi,Andhra Pradesh,4592.0,11322,899.2,788721.92,1699.04,2.48,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2019,Whole Year,Andhra Pradesh,97695.0,5861700,899.2,16780093.2,36147.15,60.0,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
coconut,2019,Whole Year,Andhra Pradesh,104027.0,1912224000,899.2,17867677.52,38489.99,16935.05846,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2019,Kharif,Andhra Pradesh,653953.0,424486,899.2,112322967.3,241962.61,0.543846154,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
cotton,2019,Rabi,Andhra Pradesh,3474.0,11066,899.2,596694.24,1285.38,3.305,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2019,Kharif,Andhra Pradesh,95591.0,450932,899.2,16418710.16,35368.67,4.653076923,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2019,Rabi,Andhra Pradesh,205100.0,1670288,899.2,35227976.0,75887.0,6.698461538,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2019,Kharif,Andhra Pradesh,13444.0,5138,899.2,2309141.44,4974.28,0.625384615,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,2019,Rabi,Andhra Pradesh,93535.0,81072,899.2,16065571.6,34607.95,0.885384615,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2019,Kharif,Andhra Pradesh,1526425.0,5342033,899.2,262178758.0,564777.25,3.517692308,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,2019,Rabi,Andhra Pradesh,829557.0,3798058,899.2,142484710.3,306936.09,3.873076923,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2019,Kharif,Andhra Pradesh,15242.0,14254,899.2,2617965.92,5639.54,0.834615385,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,2019,Rabi,Andhra Pradesh,287929.0,315055,899.2,49454685.04,106533.73,0.944615385,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2019,Kharif,Tamil Nadu,38920.0,49905,910.1,6684899.2,14400.4,1.2748,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
pigeonpeas,2019,Rabi,Tamil Nadu,2894.0,3331,910.1,497073.44,1070.78,1.2344,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2019,Kharif,Tamil Nadu,50298.0,140059,910.1,8639184.48,18610.26,2.9272,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
